ArresteeID,arrests__arrest_year,ArrestNumber,arrests__weapon
101059078.0,2018,18-035505,Unarmed
102378553.0,2018,18-035505,Unarmed
101352351.0,2018,18-035505,Unarmed
101737884.0,2016,16-049637,None
102484297.0,2016,16-049637,None
101787822.0,2016,16-049637,None
101059078.0,2016,16-049637,None
102378553.0,2016,16-049637,None
101352351.0,2016,16-049637,None
101737884.0,2020,20-020108,Unarmed
102484297.0,2020,20-020108,Unarmed
101787822.0,2020,20-020108,Unarmed
101059078.0,2020,20-020108,Unarmed
102378553.0,2020,20-020108,Unarmed
101352351.0,2020,20-020108,Unarmed
101737884.0,2018,18-029525,Unarmed
102484297.0,2018,18-029525,Unarmed
101787822.0,2018,18-029525,Unarmed
101059078.0,2018,18-029525,Unarmed
102378553.0,2018,18-029525,Unarmed
101352351.0,2018,18-029525,Unarmed
101737884.0,2020,20-033084,Unarmed
102484297.0,2020,20-033084,Unarmed
101787822.0,2020,20-033084,Unarmed
101059078.0,2020,20-033084,Unarmed
102378553.0,2020,20-033084,Unarmed
101352351.0,2020,20-033084,Unarmed
101737884.0,2017,17-034824,None
102484297.0,2017,17-034824,None
101787822.0,2017,17-034824,None
101059078.0,2017,17-034824,None
102378553.0,2017,17-034824,None
101352351.0,2017,17-034824,None
100487044.0,2016,16-043517,None
100487044.0,2018,18-043173,Unarmed
101820001.0,2018,18-039179,Unarmed
101688476.0,2018,18-023631,Unarmed
101842383.0,2018,18-041999,Unarmed
101857352.0,2018,18-041999,Unarmed
101842383.0,2018,18-043899,Unarmed
101857352.0,2018,18-043899,Unarmed
101842383.0,2018,18-039432,Unarmed
101857352.0,2018,18-039432,Unarmed
100878525.0,2016,16-026225,None
100878525.0,2018,18-024823,Unarmed
101595388.0,2018,18-012968,Unarmed
101864710.0,2018,18-044980,Unarmed
101662081.0,2018,18-020453,Unarmed
102408960.0,2020,20-031251,Unarmed
102469266.0,2020,20-031251,Unarmed
101796120.0,2020,20-031251,Unarmed
102408960.0,2020,20-023606,Unarmed
102469266.0,2020,20-023606,Unarmed
101796120.0,2020,20-023606,Unarmed
102408960.0,2018,18-036483,Unarmed
102469266.0,2018,18-036483,Unarmed
101796120.0,2018,18-036483,Unarmed
101477177.0,2018,18-000341,None
101560894.0,2018,18-009096,Handgun
101646982.0,2018,18-018722,Unarmed
101525464.0,2018,18-005246,Unarmed
101780387.0,2018,18-034605,Unarmed
100256644.0,2018,18-034367,Unarmed
101621275.0,2018,18-015850,Unarmed
101668522.0,2018,18-021164,Unarmed
101500083.0,2018,18-002044,None
101500241.0,2018,18-002067,None
101500241.0,2018,18-040298,Unarmed
101526677.0,2018,18-005396,Unarmed
101507530.0,2018,18-003029,None
101620688.0,2018,18-015782,Unarmed
101544229.0,2018,18-007253,Unarmed
101854348.0,2018,18-043520,Unarmed
101426817.0,2018,18-010541,Unarmed
101204105.0,2018,18-018834,Unarmed
101204105.0,2019,19-030744,Unarmed
100044404.0,2018,18-035399,Unarmed
100044404.0,2017,17-034258,None
101549746.0,2018,18-007952,Unarmed
101549058.0,2018,18-007835,Unarmed
101778742.0,2019,19-044114,Unarmed
101778742.0,2018,18-034420,Unarmed
13108247.0,2018,18-009449,Unarmed
13108247.0,2018,18-010946,Unarmed
13108247.0,2019,19-008769,Unarmed
13108247.0,2016,16-039847,None
101625193.0,2018,18-016318,Unarmed
101849809.0,2018,18-042946,Unarmed
101849809.0,2018,18-042284,Unarmed
101100364.0,2018,18-023800,Unarmed
101100364.0,2020,20-022837,Unarmed
101100364.0,2018,18-026707,Handgun
101602507.0,2018,18-029930,Unarmed
25351649.0,2018,18-029930,Unarmed
101713416.0,2018,18-029930,Unarmed
101602507.0,2018,18-026511,Unarmed
25351649.0,2018,18-026511,Unarmed
101713416.0,2018,18-026511,Unarmed
101602507.0,2018,18-041891,Unarmed
25351649.0,2018,18-041891,Unarmed
101713416.0,2018,18-041891,Unarmed
101602507.0,2018,18-033174,Unarmed
25351649.0,2018,18-033174,Unarmed
101713416.0,2018,18-033174,Unarmed
101602507.0,2018,18-030211,Unarmed
25351649.0,2018,18-030211,Unarmed
101713416.0,2018,18-030211,Unarmed
101862219.0,2018,18-044534,Unarmed
101511481.0,2017,17-047478,None
101511481.0,2018,18-003534,None
101802523.0,2018,18-037194,Unarmed
9438704.0,2018,18-018724,Unarmed
101667714.0,2018,18-038238,Unarmed
101104999.0,2018,18-008509,Unarmed
101104999.0,2017,17-000740,None
101495719.0,2018,18-001504,None
101819559.0,2018,18-039131,Unarmed
101490518.0,2018,18-000858,None
101717677.0,2018,18-027047,Unarmed
101810328.0,2018,18-038009,Unarmed
101857615.0,2018,18-043965,Unarmed
101542784.0,2018,18-007129,Unarmed
100754873.0,2018,18-039836,Unarmed
101575549.0,2018,18-010736,Unarmed
101332621.0,2018,18-040857,Unarmed
101332621.0,2017,17-032144,None
101776184.0,2018,18-034136,Unarmed
101754537.0,2018,18-031557,Unarmed
101550245.0,2018,18-008022,Unarmed
101744675.0,2018,18-030315,Unarmed
101846919.0,2018,18-042575,Unarmed
101546333.0,2018,18-007495,Unarmed
101792269.0,2018,18-036009,Unarmed
101716280.0,2018,18-026857,Unarmed
101615659.0,2018,18-015199,Knife - Pocket
101589334.0,2018,18-012353,Unarmed
101669764.0,2018,18-021299,Unarmed
101682322.0,2018,18-022835,Handgun
100526773.0,2018,18-045424,Unarmed
100526773.0,2020,20-008858,Unarmed
101815203.0,2018,18-038611,Unarmed
101557537.0,2018,18-008683,Unarmed
101509394.0,2018,18-003282,None
101701010.0,2018,18-025035,Unarmed
101701010.0,2018,18-028233,Unarmed
101377218.0,2017,17-045012,None
101377218.0,2019,19-025442,Unarmed
101377218.0,2018,18-007397,Unarmed
101733918.0,2018,18-029037,Unarmed
101591883.0,2016,16-039848,None
101591883.0,2018,18-009454,Unarmed
101591883.0,2017,17-050449,None
101591883.0,2016,16-025889,None
101591883.0,2018,18-012629,Unarmed
101591883.0,2017,17-049430,None
101654192.0,2018,18-019498,Unarmed
101539902.0,2018,18-006767,Unarmed
101513882.0,2018,18-038458,Unarmed
101701496.0,2018,18-025099,Unarmed
10328470.0,2018,18-043807,Unarmed
101833929.0,2018,18-040958,Handgun
101661088.0,2018,18-020307,Unarmed
101737715.0,2018,18-029485,Unarmed
101784740.0,2018,18-035111,Unarmed
101834153.0,2018,18-040979,Unarmed
101754259.0,2018,18-031502,Unarmed
101678148.0,2018,18-022357,Unarmed
101630081.0,2018,18-014414,Unarmed
101603162.0,2018,18-014414,Unarmed
101630081.0,2018,18-015730,Unarmed
101603162.0,2018,18-015730,Unarmed
101630081.0,2018,18-016865,Unarmed
101603162.0,2018,18-016865,Unarmed
101630081.0,2018,18-013799,Unarmed
101603162.0,2018,18-013799,Unarmed
101827651.0,2018,18-040159,Unarmed
101760061.0,2018,18-032268,Unarmed
10597594.0,2018,18-032696,Unarmed
101762327.0,2018,18-032538,Unarmed
101496081.0,2018,18-001572,None
101538343.0,2018,18-006471,Unarmed
101538343.0,2018,18-006533,Unarmed
101845928.0,2018,18-042446,Unarmed
101625743.0,2018,18-016381,Unarmed
101806310.0,2018,18-037552,Unarmed
101806310.0,2017,17-035482,None
101649439.0,2018,18-018973,Unarmed
101788217.0,2018,18-035551,Unarmed
101713782.0,2018,18-026565,Unarmed
101731891.0,2018,18-028795,Knife - Pocket
101616208.0,2018,18-015271,Unarmed
101504443.0,2018,18-002610,Drugs
101745046.0,2018,18-018418,Unarmed
101644549.0,2018,18-018418,Unarmed
101698534.0,2018,18-001664,None
101698534.0,2018,18-024767,Unarmed
101638129.0,2018,18-017705,Unarmed
101782726.0,2018,18-034857,Unarmed
100091017.0,2017,17-014728,Other
100091017.0,2018,18-027216,Unarmed
101576176.0,2018,18-010801,Unarmed
101814841.0,2017,17-036575,None
101185241.0,2017,17-036575,None
101814841.0,2018,18-038567,Unarmed
101185241.0,2018,18-038567,Unarmed
101488912.0,2018,18-000661,Handgun
101766398.0,2018,18-033018,Handgun
101766398.0,2018,18-022384,Handgun
101796719.0,2018,18-036559,Unarmed
101598318.0,2018,18-013292,Unarmed
101684324.0,2018,18-023089,Unarmed
101521953.0,2018,18-004830,None
7977985.0,2018,18-036997,Unarmed
101614545.0,2018,18-015085,Unarmed
101790618.0,2018,18-035794,Unarmed
101521528.0,2018,18-004789,None
101594271.0,2018,18-012869,Unarmed
101496044.0,2018,18-001557,Gun
100573279.0,2018,18-009927,Unarmed
100275203.0,2018,18-007277,Unarmed
100275203.0,2020,20-025702,Unarmed
100382795.0,2018,18-015640,Unarmed
101603880.0,2018,18-013883,Unarmed
101832432.0,2018,18-040757,Gun
15322866.0,2018,18-011371,Unarmed
101869101.0,2018,18-045501,Unarmed
101582551.0,2018,18-011518,Unarmed
101673430.0,2018,18-021809,Unarmed
101607269.0,2017,17-048568,Hands/Feet
45076861.0,2017,17-048568,Hands/Feet
101607269.0,2018,18-014305,Unarmed
45076861.0,2018,18-014305,Unarmed
10616211.0,2018,18-007978,Unarmed
101541766.0,2018,18-007032,Unarmed
101558478.0,2018,18-008801,Unarmed
101605745.0,2018,18-014147,Unarmed
100521145.0,2020,20-020336,Unarmed
100521145.0,2018,18-008265,Unarmed
101509313.0,2018,18-003272,None
101626847.0,2018,18-016509,Unarmed
101773796.0,2018,18-033851,Knife - Pocket
101773796.0,2018,18-022098,Unarmed
101559129.0,2018,18-008888,Unarmed
101532852.0,2018,18-005946,Unarmed
101758274.0,2018,18-032053,Unarmed
101767386.0,2018,18-033135,Unarmed
101161285.0,2018,18-025239,Unarmed
101850874.0,2018,18-045230,Unarmed
101856107.0,2018,18-045230,Unarmed
101850874.0,2018,18-043720,Unarmed
101856107.0,2018,18-043720,Unarmed
101850874.0,2018,18-043072,Unarmed
101856107.0,2018,18-043072,Unarmed
101827174.0,2018,18-040106,Unarmed
101729374.0,2018,18-028478,Unarmed
101744084.0,2018,18-030249,Unarmed
101586753.0,2018,18-012043,Unarmed
101614089.0,2018,18-015059,Unarmed
101571435.0,2018,18-010250,Unarmed
101684198.0,2018,18-023070,Unarmed
101991447.0,2018,18-039979,Unarmed
101826232.0,2018,18-039979,Unarmed
101991447.0,2019,19-015864,Unarmed
101826232.0,2019,19-015864,Unarmed
101223779.0,2017,17-017207,None
101223779.0,2018,18-039991,Unarmed
25169365.0,2020,20-034424,Unarmed
9494040.0,2020,20-034424,Unarmed
25169365.0,2018,18-033785,Unarmed
9494040.0,2018,18-033785,Unarmed
101604942.0,2018,18-014048,Unarmed
48078720.0,2018,18-013453,Unarmed
48078720.0,2020,20-016712,Unarmed
48078720.0,2018,18-000107,Hands/Feet
101850085.0,2018,18-042989,Unarmed
101777258.0,2018,18-034247,Unarmed
101825691.0,2020,20-006503,Unarmed
101825691.0,2018,18-039922,Unarmed
101767389.0,2018,18-033133,Unarmed
101582909.0,2018,18-011567,Unarmed
101729802.0,2018,18-036101,Unarmed
20498711.0,2018,18-043606,Unarmed
101852005.0,2018,18-043226,Unarmed
100951993.0,2018,18-020070,Unarmed
102024397.0,2018,18-020070,Unarmed
100951993.0,2018,18-036329,Unarmed
102024397.0,2018,18-036329,Unarmed
100951993.0,2016,16-035774,None
102024397.0,2016,16-035774,None
100951993.0,2019,19-020222,Unarmed
102024397.0,2019,19-020222,Unarmed
101615711.0,2018,18-015203,Unarmed
101615711.0,2017,17-048838,None
101726548.0,2018,18-028184,Unarmed
101726548.0,2018,18-027255,Unarmed
101085697.0,2018,18-038463,Unarmed
101032906.0,2018,18-014716,Unarmed
101032906.0,2016,16-046446,None
101032906.0,2017,17-002864,None
101032906.0,2019,19-046324,Unarmed
101032906.0,2016,16-047464,None
101806097.0,2018,18-037543,Unarmed
101573177.0,2018,18-010441,Unarmed
101574286.0,2018,18-010585,Gun
101549383.0,2018,18-007906,Unarmed
10101682.0,2019,19-038002,Knife - Pocket
10101682.0,2018,18-039742,Unarmed
101701855.0,2018,18-025146,Unarmed
101714726.0,2018,18-025146,Unarmed
101711231.0,2018,18-025146,Unarmed
101701855.0,2018,18-026692,Unarmed
101714726.0,2018,18-026692,Unarmed
101711231.0,2018,18-026692,Unarmed
101701855.0,2018,18-026231,Unarmed
101714726.0,2018,18-026231,Unarmed
101711231.0,2018,18-026231,Unarmed
10528688.0,2018,18-013153,Unarmed
101784341.0,2018,18-035056,Unarmed
101799851.0,2018,18-036916,Unarmed
101573264.0,2018,18-010467,Unarmed
101642953.0,2018,18-018266,Knife - Pocket
101705135.0,2018,18-025542,Unarmed
101755245.0,2018,18-031666,Unarmed
25281733.0,2018,18-044654,Handgun
25281733.0,2018,18-023740,Unarmed
101859375.0,2018,18-044165,Unarmed
10394206.0,2018,18-020590,Unarmed
5445271.0,2018,18-027943,Unarmed
101560316.0,2018,18-009030,Handgun
102131479.0,2018,18-037132,Unarmed
101801890.0,2018,18-037132,Unarmed
102131479.0,2019,19-035083,Unarmed
101801890.0,2019,19-035083,Unarmed
101778121.0,2018,18-034345,Unarmed
101722676.0,2018,18-027789,Unarmed
101639618.0,2018,18-017909,Unarmed
101723109.0,2018,18-027837,Unarmed
10061676.0,2018,18-000183,None
8326491.0,2018,18-031812,Unarmed
101604346.0,2018,18-013968,Unarmed
101441844.0,2021,21-003598,Unarmed
101441844.0,2018,18-019254,Unarmed
101841794.0,2018,18-041912,Unarmed
101798808.0,2018,18-041912,Unarmed
101841794.0,2018,18-036812,Unarmed
101798808.0,2018,18-036812,Unarmed
101633582.0,2018,18-017195,Unarmed
101612343.0,2018,18-014837,Unarmed
101676713.0,2018,18-024597,Unarmed
101697310.0,2018,18-024597,Unarmed
101356194.0,2018,18-024597,Unarmed
101676713.0,2017,17-035308,None
101697310.0,2017,17-035308,None
101356194.0,2017,17-035308,None
101676713.0,2018,18-022190,Unarmed
101697310.0,2018,18-022190,Unarmed
101356194.0,2018,18-022190,Unarmed
101735337.0,2018,18-029211,Unarmed
101525124.0,2018,18-005208,Unarmed
101513236.0,2018,18-003735,None
101526857.0,2018,18-014257,Unarmed
10736970.0,2018,18-008765,Unarmed
101609853.0,2018,18-014556,Unarmed
101568085.0,2018,18-009954,Unarmed
101451145.0,2017,17-047838,None
101451145.0,2018,18-025302,Unarmed
101525383.0,2018,18-005238,Unarmed
101525383.0,2020,20-013545,Handgun
101648229.0,2018,18-035996,Unarmed
101648229.0,2018,18-018841,Unarmed
101605570.0,2018,18-014126,Unarmed
101770702.0,2018,18-033559,Unarmed
101613879.0,2018,18-015044,Unarmed
101811156.0,2018,18-036059,Unarmed
101492205.0,2018,18-001077,None
101798459.0,2018,18-036770,Unarmed
101334699.0,2017,17-038892,None
101665568.0,2017,17-038892,None
101334699.0,2017,17-031749,None
101665568.0,2017,17-031749,None
101334699.0,2018,18-020892,Unarmed
101665568.0,2018,18-020892,Unarmed
101334699.0,2017,17-032430,None
101665568.0,2017,17-032430,None
101770666.0,2018,18-033535,Unarmed
101419464.0,2017,17-043715,None
101419464.0,2018,18-009439,Unarmed
100030442.0,2018,18-008797,Unarmed
100030442.0,2020,20-024517,Unarmed
101791127.0,2018,18-035866,Unarmed
48055959.0,2018,18-012030,Knife - Pocket
101787237.0,2018,18-035433,Unarmed
101851080.0,2018,18-043086,Unarmed
101670732.0,2018,18-021465,Unarmed
101495227.0,2018,18-001451,None
101705789.0,2018,18-025658,Unarmed
101495160.0,2018,18-001413,Knife - Pocket
101702271.0,2018,18-025193,Unarmed
101905295.0,2019,19-004347,Unarmed
101862006.0,2019,19-004347,Unarmed
101905295.0,2018,18-044499,Unarmed
101862006.0,2018,18-044499,Unarmed
101868432.0,2018,18-045385,Unarmed
101529317.0,2018,18-005630,Unarmed
100936277.0,2018,18-028440,Unarmed
100936277.0,2016,16-033719,None
101340148.0,2018,18-013848,Unarmed
101921221.0,2018,18-044275,Unarmed
101860112.0,2018,18-044275,Unarmed
101921221.0,2019,19-006646,Unarmed
101860112.0,2019,19-006646,Unarmed
101820496.0,2018,18-039263,Unarmed
101700289.0,2018,18-024962,Unarmed
101857302.0,2018,18-043886,Unarmed
101541853.0,2018,18-007028,Unarmed
101793902.0,2018,18-036238,Unarmed
101818740.0,2018,18-039007,Unarmed
101861957.0,2018,18-044493,Unarmed
101568417.0,2017,17-042666,None
101568417.0,2018,18-009980,Handgun
101781504.0,2018,18-034739,Unarmed
101685275.0,2018,18-023182,Unarmed
101592229.0,2018,18-012646,Unarmed
101822073.0,2018,18-012128,Unarmed
101587469.0,2018,18-012128,Unarmed
101822073.0,2018,18-039460,Unarmed
101587469.0,2018,18-039460,Unarmed
101801536.0,2018,18-037104,Club
101754399.0,2018,18-031529,Unarmed
101574687.0,2018,18-010637,Unarmed
8992714.0,2018,18-021354,Unarmed
101138293.0,2017,17-034056,None
101138293.0,2018,18-007492,Unarmed
101802373.0,2018,18-031156,Unarmed
101802373.0,2018,18-037183,Unarmed
100559168.0,2019,19-003376,Gun
100559168.0,2018,18-021660,Unarmed
101677632.0,2018,18-022281,Unarmed
100923381.0,2018,18-028609,Unarmed
101489199.0,2018,18-000711,None
101701505.0,2018,18-025105,Unarmed
101822990.0,2018,18-039577,Unarmed
101516356.0,2020,20-025058,Unarmed
101516356.0,2018,18-004193,None
101499124.0,2018,18-001917,None
101680786.0,2018,18-022672,Unarmed
101691065.0,2017,17-050773,None
101474240.0,2017,17-050773,None
101691065.0,2017,17-044510,None
101474240.0,2017,17-044510,None
101691065.0,2018,18-023914,Unarmed
101474240.0,2018,18-023914,Unarmed
101828176.0,2018,18-040208,Unarmed
101805394.0,2018,18-037479,Unarmed
101630445.0,2018,18-016907,Unarmed
101796015.0,2018,18-036477,Unarmed
101698258.0,2018,18-027558,Unarmed
101698258.0,2020,20-030058,Unarmed
101685124.0,2018,18-023172,Unarmed
101786403.0,2018,18-023172,Unarmed
101685124.0,2018,18-035313,Unarmed
101786403.0,2018,18-035313,Unarmed
101857525.0,2018,18-043953,Unarmed
101612139.0,2018,18-014803,Unarmed
101509858.0,2017,17-045040,None
101509858.0,2017,17-044671,None
101509858.0,2018,18-003337,None
101862543.0,2018,18-044578,Unarmed
101627870.0,2018,18-016622,Unarmed
101627870.0,2018,18-031712,Unarmed
13208368.0,2018,18-008511,Unarmed
100004679.0,2018,18-033105,Unarmed
101664293.0,2018,18-020750,Handgun
101520272.0,2018,18-004652,None
101520272.0,2018,18-012711,Unarmed
101784455.0,2018,18-035069,Unarmed
101229428.0,2018,18-018873,Unarmed
101599168.0,2018,18-013383,Unarmed
101709804.0,2018,18-026082,Unarmed
101674662.0,2018,18-021979,Unarmed
101514437.0,2018,18-003910,Knife - Pocket
101623829.0,2018,18-016150,Club
101794667.0,2018,18-038182,Unarmed
101794667.0,2018,18-037974,Unarmed
101794667.0,2018,18-038741,Unarmed
101626439.0,2018,18-016457,Unarmed
101775691.0,2018,18-034077,Unarmed
101496319.0,2018,18-001597,None
101778469.0,2018,18-034397,Unarmed
101649114.0,2018,18-018925,Unarmed
101483822.0,2018,18-000053,None
101561241.0,2018,18-009131,Unarmed
101701494.0,2018,18-025101,Unarmed
25472832.0,2018,18-038831,Unarmed
101703415.0,2018,18-025326,Unarmed
101838260.0,2018,18-041513,Unarmed
101534060.0,2018,18-006083,Unarmed
101527495.0,2018,18-005487,Unarmed
101234924.0,2020,20-014499,Knife - Other
101234924.0,2018,18-015097,Unarmed
101685075.0,2018,18-023160,Unarmed
101190883.0,2018,18-018043,Unarmed
101714116.0,2018,18-026624,Unarmed
101486626.0,2018,18-000390,None
12572343.0,2018,18-000008,None
12572343.0,2018,18-016273,Handgun
12572343.0,2019,19-045291,Unarmed
101094185.0,2018,18-008955,Unarmed
9553103.0,2018,18-038693,Unarmed
9553103.0,2018,18-037880,Unarmed
15600642.0,2018,18-015606,Handgun
101727189.0,2018,18-028235,Knife - Pocket
101720433.0,2018,18-027491,Unarmed
101550787.0,2018,18-008102,Unarmed
101222485.0,2018,18-032117,Unarmed
101655543.0,2018,18-019701,Unarmed
101707905.0,2018,18-025891,Unarmed
101760577.0,2018,18-032322,Unarmed
8297878.0,2018,18-017241,Unarmed
101430147.0,2018,18-017241,Unarmed
8297878.0,2018,18-020012,Unarmed
101430147.0,2018,18-020012,Unarmed
8297878.0,2017,17-045123,None
101430147.0,2017,17-045123,None
8297878.0,2018,18-016991,Unarmed
101430147.0,2018,18-016991,Unarmed
8297878.0,2019,19-045846,Unarmed
101430147.0,2019,19-045846,Unarmed
101829804.0,2018,18-040371,Unarmed
101501179.0,2018,18-002156,None
101833075.0,2020,20-005986,Unarmed
101833075.0,2018,18-040856,Unarmed
100051904.0,2018,18-009155,Unarmed
100051904.0,2017,17-014988,None
100051904.0,2018,18-001271,None
100051904.0,2019,19-039775,Unarmed
101686804.0,2018,18-023385,Knife - Pocket
101485344.0,2018,18-000231,None
101612969.0,2018,18-014912,Unarmed
101542096.0,2018,18-007062,Unarmed
101586872.0,2018,18-012056,Unarmed
101791522.0,2018,18-035909,Unarmed
101918466.0,2018,18-035909,Unarmed
101856693.0,2018,18-035909,Unarmed
101791522.0,2018,18-043788,Unarmed
101918466.0,2018,18-043788,Unarmed
101856693.0,2018,18-043788,Unarmed
101791522.0,2019,19-006204,Unarmed
101918466.0,2019,19-006204,Unarmed
101856693.0,2019,19-006204,Unarmed
100085949.0,2019,19-018768,Unarmed
100085949.0,2018,18-044579,Unarmed
101863138.0,2018,18-044726,Unarmed
101767157.0,2018,18-033090,Unarmed
101799963.0,2018,18-036939,Unarmed
101461294.0,2017,17-047336,None
101502043.0,2017,17-047336,None
101461294.0,2018,18-002305,None
101502043.0,2018,18-002305,None
101461294.0,2017,17-049153,None
101502043.0,2017,17-049153,None
101664336.0,2018,18-020754,Gun
101540684.0,2018,18-006897,Unarmed
101864306.0,2018,18-044918,Unarmed
101495810.0,2018,18-006316,Unarmed
101495810.0,2018,18-001527,None
101495810.0,2018,18-010608,Unarmed
101765696.0,2018,18-032918,Unarmed
101635894.0,2018,18-017431,Unarmed
101515694.0,2018,18-004098,None
100689540.0,2018,18-017778,Unarmed
101842295.0,2018,18-041972,Unarmed
101786923.0,2018,18-035385,Handgun
101407403.0,2018,18-002551,None
101407403.0,2018,18-009121,Unarmed
101407403.0,2017,17-042202,None
101515042.0,2018,18-003988,None
101021315.0,2018,18-003988,None
101511902.0,2018,18-003988,None
101515042.0,2018,18-033265,Unarmed
101021315.0,2018,18-033265,Unarmed
101511902.0,2018,18-033265,Unarmed
101515042.0,2018,18-003584,None
101021315.0,2018,18-003584,None
101511902.0,2018,18-003584,None
101087195.0,2016,16-052995,None
101087195.0,2018,18-026156,Unarmed
101087195.0,2019,19-033418,Unarmed
101480392.0,2018,18-017287,Unarmed
101480392.0,2018,18-020594,Unarmed
100411487.0,2018,18-004371,None
11805972.0,2018,18-029041,Unarmed
101500473.0,2018,18-002089,None
101753409.0,2018,18-031388,Unarmed
101518979.0,2018,18-004512,None
101868619.0,2018,18-045426,Unarmed
101613815.0,2018,18-015032,Unarmed
101675411.0,2018,18-022051,Unarmed
101692869.0,2018,18-024101,Unarmed
101689964.0,2018,18-023805,Unarmed
100100521.0,2018,18-041561,Handgun
101496021.0,2018,18-001553,None
101755533.0,2018,18-031715,Unarmed
101652498.0,2018,18-019279,Unarmed
100894652.0,2018,18-011296,Unarmed
101529426.0,2018,18-005640,Knife - Pocket
101646199.0,2018,18-018584,Unarmed
101682578.0,2018,18-022864,Unarmed
101539504.0,2018,18-006702,Stabbing Instrument
101164426.0,2018,18-033156,Unarmed
101164426.0,2021,21-005353,Unarmed
101164426.0,2017,17-027466,None
101665763.0,2018,18-020909,Unarmed
101621662.0,2018,18-015936,Unarmed
101822109.0,2018,18-015936,Unarmed
101621662.0,2018,18-039473,Unarmed
101822109.0,2018,18-039473,Unarmed
101541974.0,2018,18-007047,Unarmed
101759744.0,2018,18-032222,Unarmed
101358789.0,2018,18-041690,Unarmed
101358789.0,2017,17-035665,None
101358789.0,2021,21-003032,Unarmed
101358789.0,2019,19-000755,Unarmed
100386228.0,2018,18-038211,Unarmed
25525913.0,2018,18-012808,Unarmed
101276252.0,2017,17-024523,None
101276252.0,2018,18-038960,Unarmed
45063748.0,2018,18-009161,Unarmed
101646058.0,2018,18-018574,Unarmed
101489155.0,2018,18-000703,None
101575402.0,2018,18-010717,Unarmed
101813039.0,2018,18-038320,Unarmed
101673344.0,2018,18-021785,Unarmed
101721629.0,2018,18-037822,Unarmed
101721629.0,2018,18-027661,Unarmed
10097773.0,2018,18-009665,Unarmed
100125429.0,2018,18-023465,Unarmed
101719638.0,2018,18-027347,Unarmed
10373085.0,2018,18-040407,Unarmed
10373085.0,2019,19-013348,Unarmed
101807788.0,2018,18-037767,Unarmed
101834863.0,2018,18-041064,Unarmed
100213199.0,2018,18-011103,Unarmed
101732868.0,2018,18-028929,Unarmed
48096990.0,2018,18-026219,Unarmed
101711175.0,2018,18-026219,Unarmed
48096990.0,2019,19-001203,Unarmed
101711175.0,2019,19-001203,Unarmed
101682750.0,2018,18-022891,Unarmed
101540629.0,2018,18-006878,Unarmed
101552792.0,2018,18-008275,Unarmed
101782052.0,2018,18-022471,Unarmed
101782052.0,2018,18-034796,Unarmed
101725804.0,2018,18-028104,Unarmed
101822895.0,2018,18-039564,Unarmed
101680704.0,2018,18-022657,Unarmed
100003027.0,2016,16-022569,None
100003027.0,2017,17-005275,None
100003027.0,2019,19-033415,Unarmed
100003027.0,2018,18-008928,Unarmed
100003027.0,2016,16-021048,None
100003027.0,2016,16-009098,None
100003027.0,2016,16-020380,None
101845927.0,2018,18-042443,Unarmed
101635446.0,2018,18-017374,Unarmed
101337629.0,2018,18-012703,Unarmed
101730464.0,2018,18-028591,Unarmed
101732666.0,2018,18-028903,Unarmed
101603692.0,2018,18-013855,Unarmed
101870065.0,2018,18-045623,Unarmed
101832386.0,2018,18-040749,Unarmed
45032850.0,2018,18-038455,Unarmed
45032850.0,2016,16-054361,None
101550514.0,2018,18-008052,Handgun
101856407.0,2018,18-043750,Unarmed
101703824.0,2018,18-025366,Unarmed
101653842.0,2018,18-032866,Unarmed
101765071.0,2018,18-032866,Unarmed
101653842.0,2018,18-019430,Unarmed
101765071.0,2018,18-019430,Unarmed
101677277.0,2018,18-022241,Unarmed
101495202.0,2018,18-001441,None
101784731.0,2018,18-035120,Unarmed
101579755.0,2018,18-010681,Unarmed
101683712.0,2018,18-010681,Unarmed
101575189.0,2018,18-010681,Unarmed
101771753.0,2018,18-010681,Unarmed
101579755.0,2018,18-023003,Unarmed
101683712.0,2018,18-023003,Unarmed
101575189.0,2018,18-023003,Unarmed
101771753.0,2018,18-023003,Unarmed
101579755.0,2018,18-033690,Unarmed
101683712.0,2018,18-033690,Unarmed
101575189.0,2018,18-033690,Unarmed
101771753.0,2018,18-033690,Unarmed
101579755.0,2018,18-011230,Unarmed
101683712.0,2018,18-011230,Unarmed
101575189.0,2018,18-011230,Unarmed
101771753.0,2018,18-011230,Unarmed
101624946.0,2018,18-016281,Unarmed
25732690.0,2017,17-045775,None
25732690.0,2018,18-045830,Unarmed
25732690.0,2020,20-023784,Unarmed
25732690.0,2018,18-000495,Hands/Feet
25732690.0,2018,18-015161,Unarmed
25732690.0,2018,18-016679,Unarmed
25732690.0,2018,18-007663,Unarmed
101621416.0,2018,18-015882,Unarmed
101443566.0,2018,18-035353,Unarmed
101443566.0,2018,18-033664,Unarmed
101822011.0,2018,18-039450,Unarmed
9681896.0,2018,18-027304,Unarmed
101785519.0,2018,18-035208,Unarmed
101630332.0,2018,18-016898,Unarmed
101111436.0,2018,18-033250,Unarmed
101795390.0,2018,18-036406,Unarmed
8442256.0,2018,18-013743,Unarmed
101602520.0,2018,18-013719,Unarmed
101629204.0,2018,18-016767,Unarmed
101814826.0,2018,18-038557,Unarmed
101620318.0,2018,18-018522,Unarmed
