ArrestNumber,ArChgNumID,Severity,NIBRS_Group,NIBRS_Crime_Category
19-014665,19-014665-01,M,B,PUBLIC INTOXICATION
18-029219,18-029219-01,M,B,"FAMILY OFFENSES, NONVIOLENT"
18-042054,18-042054-01,F,A,MOTOR VEHICLE THEFT
18-019481,18-019481-02,M,B,PUBLIC INTOXICATION
18-009969,18-009969-01,M,A,LARCENY/ THEFT OFFENSES
18-005659,18-005659-02,M,B,TRESPASS OF REAL PROPERTY
19-000067,19-000067-01,M,B,TRESPASS OF REAL PROPERTY
18-045158,18-045158-01,F,B,ALL OTHER OFFENSES
18-028643,18-028643-01,M,B,PUBLIC INTOXICATION
18-044076,18-044076-02,M,C,TRAFFIC VIOLATION - NON HAZARDOUS
18-018575,18-018575-01,M,B,PUBLIC INTOXICATION
18-041030,18-041030-01,M,B,PUBLIC INTOXICATION
18-000399,18-000399-02,M,B,ALL OTHER OFFENSES
18-023469,18-023469-01,F,A,MOTOR VEHICLE THEFT
19-045331,19-045331-01,M,B,PUBLIC INTOXICATION
19-020280,19-020280-01,M,B,PUBLIC INTOXICATION
18-044969,18-044969-01,M,B,DRIVING UNDER THE INFLUENCE
18-000719,18-000719-01,M,A,LARCENY/ THEFT OFFENSES
18-026453,18-026453-01,M,B,PUBLIC INTOXICATION
19-005147,19-005147-01,M,B,PUBLIC INTOXICATION
17-017967,17-017967-01,M,B,ALL OTHER OFFENSES
18-004916,18-004916-01,M,B,DRIVING UNDER THE INFLUENCE
18-028455,18-028455-01,M,B,PUBLIC INTOXICATION
18-014681,18-014681-01,M,B,ALL OTHER OFFENSES
18-014908,18-014908-01,F,A,ROBBERY
18-023760,18-023760-02,M,B,ALL OTHER OFFENSES
19-015536,19-015536-01,M,B,PUBLIC INTOXICATION
18-005731,18-005731-01,M,B,PUBLIC INTOXICATION
18-011892,18-011892-01,M,B,DRIVING UNDER THE INFLUENCE
18-025675,18-025675-01,M,B,DRIVING UNDER THE INFLUENCE
17-024310,17-024310-01,M,B,PUBLIC INTOXICATION
18-000069,18-000069-01,M,B,PUBLIC INTOXICATION
18-034310,18-034310-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-039786,18-039786-02,M,B,PUBLIC INTOXICATION
18-003442,18-003442-01,M,B,PUBLIC INTOXICATION
16-052995,16-052995-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-042469,18-042469-01,M,A,LARCENY/ THEFT OFFENSES
18-017739,18-017739-01,M,B,TRESPASS OF REAL PROPERTY
18-020453,18-020453-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-013766,18-013766-01,M,A,ASSAULT OFFENSES
18-012864,18-012864-01,M,B,PUBLIC INTOXICATION
19-003020,19-003020-01,F,B,DRIVING UNDER THE INFLUENCE
18-030325,18-030325-01,M,B,TRESPASS OF REAL PROPERTY
18-024006,18-024006-01,M,B,TRESPASS OF REAL PROPERTY
18-009286,18-009286-01,M,B,DRIVING UNDER THE INFLUENCE
18-022373,18-022373-01,F,A,MOTOR VEHICLE THEFT
18-038444,18-038444-01,M,B,PUBLIC INTOXICATION
18-001308,18-001308-01,M,B,PUBLIC INTOXICATION
18-021795,18-021795-01,M,B,PUBLIC INTOXICATION
18-029123,18-029123-02,M,B,PUBLIC INTOXICATION
18-028810,18-028810-01,M,B,DRIVING UNDER THE INFLUENCE
18-004791,18-004791-01,F,A,ASSAULT OFFENSES
18-001427,18-001427-01,M,B,PUBLIC INTOXICATION
18-016051,18-016051-02,M,C,TRAFFIC VIOLATION - HAZARDOUS
18-043002,18-043002-01,M,B,DRIVING UNDER THE INFLUENCE
18-022912,18-022912-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-024718,18-024718-01,M,A,LARCENY/ THEFT OFFENSES
18-029534,18-029534-03,M,C,TRAFFIC VIOLATION - NON HAZARDOUS
16-030718,16-030718-01,M,B,PUBLIC INTOXICATION
18-029160,18-029160-01,M,A,ASSAULT OFFENSES
18-020717,18-020717-01,F,A,LARCENY/ THEFT OFFENSES
19-020748,19-020748-01,M,B,PUBLIC INTOXICATION
17-051216,17-051216-01,M,B,TRESPASS OF REAL PROPERTY
18-032698,18-032698-01,M,B,PUBLIC INTOXICATION
18-012526,18-012526-01,M,C,TRAFFIC VIOLATION - HAZARDOUS
18-023819,18-023819-02,F,A,DRUG/ NARCOTIC VIOLATIONS
17-049521,17-049521-01,M,B,PUBLIC INTOXICATION
18-000172,18-000172-01,M,B,TRESPASS OF REAL PROPERTY
18-010180,18-010180-01,M,B,PUBLIC INTOXICATION
18-036192,18-036192-01,M,B,DRIVING UNDER THE INFLUENCE
18-007229,18-007229-01,M,B,DRIVING UNDER THE INFLUENCE
18-024983,18-024983-01,M,B,PUBLIC INTOXICATION
18-011730,18-011730-01,M,B,"FAMILY OFFENSES, NONVIOLENT"
18-016190,18-016190-01,M,B,DRIVING UNDER THE INFLUENCE
18-005207,18-005207-01,M,B,PUBLIC INTOXICATION
18-018681,18-018681-01,M,B,PUBLIC INTOXICATION
18-028153,18-028153-01,M,A,WEAPON LAW VIOLATIONS
18-009522,18-009522-01,M,B,PUBLIC INTOXICATION
18-010309,18-010309-01,M,B,PUBLIC INTOXICATION
18-041627,18-041627-01,M,B,PUBLIC INTOXICATION
17-035308,17-035308-01,M,B,PUBLIC INTOXICATION
20-017066,20-017066-01,M,B,DISORDERLY CONDUCT
20-003416,20-003416-01,M,A,LARCENY/ THEFT OFFENSES
18-024943,18-024943-01,M,B,PUBLIC INTOXICATION
18-012775,18-012775-01,F,A,BURGLARY/ BREAKING & ENTERING
18-006901,18-006901-01,M,B,PUBLIC INTOXICATION
18-008476,18-008476-01,M,B,PUBLIC INTOXICATION
19-028802,19-028802-01,M,B,DRIVING UNDER THE INFLUENCE
18-022357,18-022357-01,M,B,PUBLIC INTOXICATION
18-037338,18-037338-01,M,B,PUBLIC INTOXICATION
18-029742,18-029742-01,M,B,TRESPASS OF REAL PROPERTY
18-011288,18-011288-01,M,B,PUBLIC INTOXICATION
18-013348,18-013348-02,M,A,DRUG/ NARCOTIC VIOLATIONS
18-043146,18-043146-01,M,B,PUBLIC INTOXICATION
18-037826,18-037826-01,F,A,ASSAULT OFFENSES
18-012521,18-012521-01,M,B,PUBLIC INTOXICATION
17-014508,17-014508-01,M,B,PUBLIC INTOXICATION
18-009502,18-009502-01,M,B,DRIVING UNDER THE INFLUENCE
18-038235,18-038235-01,M,B,PUBLIC INTOXICATION
18-024994,18-024994-01,M,B,PUBLIC INTOXICATION
17-016903,17-016903-01,M,B,PUBLIC INTOXICATION
18-043315,18-043315-01,M,B,PUBLIC INTOXICATION
18-014747,18-014747-01,M,B,PUBLIC INTOXICATION
18-023667,18-023667-01,M,B,PUBLIC INTOXICATION
18-012518,18-012518-01,M,B,PUBLIC INTOXICATION
20-014425,20-014425-01,M,B,PUBLIC INTOXICATION
18-024831,18-024831-01,M,B,PUBLIC INTOXICATION
18-044918,18-044918-02,M,B,ALL OTHER OFFENSES
17-028149,17-028149-02,M,B,PUBLIC INTOXICATION
18-045747,18-045747-01,M,B,DRIVING UNDER THE INFLUENCE
18-012573,18-012573-01,M,B,PUBLIC INTOXICATION
18-043262,18-043262-01,M,B,PUBLIC INTOXICATION
18-016166,18-016166-01,M,B,PUBLIC INTOXICATION
18-045793,18-045793-01,M,B,PUBLIC INTOXICATION
18-016047,18-016047-02,M,B,PUBLIC INTOXICATION
19-006052,19-006052-01,M,B,PUBLIC INTOXICATION
19-007975,19-007975-01,M,B,PUBLIC INTOXICATION
18-008447,18-008447-01,M,B,TRESPASS OF REAL PROPERTY
18-039073,18-039073-02,M,B,PUBLIC INTOXICATION
18-039197,18-039197-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-002350,18-002350-01,M,B,PUBLIC INTOXICATION
18-010648,18-010648-01,M,B,PUBLIC INTOXICATION
18-015939,18-015939-01,M,B,PUBLIC INTOXICATION
17-037724,17-037724-01,M,A,ASSAULT OFFENSES
18-041649,18-041649-01,M,B,PUBLIC INTOXICATION
18-011691,18-011691-01,M,B,TRESPASS OF REAL PROPERTY
18-044870,18-044870-02,M,B,TRESPASS OF REAL PROPERTY
18-039881,18-039881-01,M,B,PUBLIC INTOXICATION
18-033321,18-033321-01,M,B,PUBLIC INTOXICATION
18-036761,18-036761-01,M,A,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY
18-043077,18-043077-01,M,B,PUBLIC INTOXICATION
18-011887,18-011887-01,M,B,PUBLIC INTOXICATION
16-013563,16-013563-01,M,A,LARCENY/ THEFT OFFENSES
19-034700,19-034700-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-026741,18-026741-02,M,B,DRIVING UNDER THE INFLUENCE
18-036045,18-036045-01,M,B,DRIVING UNDER THE INFLUENCE
16-015284,16-015284-01,M,B,ALL OTHER OFFENSES
18-012958,18-012958-01,M,B,PUBLIC INTOXICATION
18-008241,18-008241-01,M,B,PUBLIC INTOXICATION
16-026321,16-026321-01,M,A,DRUG/ NARCOTIC VIOLATIONS
19-023452,19-023452-01,M,B,PUBLIC INTOXICATION
18-023445,18-023445-01,M,B,PUBLIC INTOXICATION
18-020883,18-020883-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-006538,18-006538-01,M,B,PUBLIC INTOXICATION
16-043217,16-043217-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-017611,18-017611-01,M,B,PUBLIC INTOXICATION
18-012568,18-012568-01,M,B,DRIVING UNDER THE INFLUENCE
18-002111,18-002111-01,F,A,DRUG/ NARCOTIC VIOLATIONS
20-015922,20-015922-02,M,B,TRESPASS OF REAL PROPERTY
18-022232,18-022232-01,M,A,LARCENY/ THEFT OFFENSES
18-000884,18-000884-01,M,B,PUBLIC INTOXICATION
18-015137,18-015137-01,M,B,PUBLIC INTOXICATION
17-025914,17-025914-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-022395,18-022395-01,M,B,PUBLIC INTOXICATION
18-009722,18-009722-01,M,B,PUBLIC INTOXICATION
18-027837,18-027837-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-038254,18-038254-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-028661,18-028661-01,M,B,PUBLIC INTOXICATION
18-038098,18-038098-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-029431,18-029431-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-002106,18-002106-01,M,B,PUBLIC INTOXICATION
18-031156,18-031156-02,M,B,ALL OTHER OFFENSES
17-050449,17-050449-01,M,B,PUBLIC INTOXICATION
18-038348,18-038348-01,M,B,PUBLIC INTOXICATION
18-017998,18-017998-01,M,B,PUBLIC INTOXICATION
19-019144,19-019144-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-039141,18-039141-01,M,B,DISORDERLY CONDUCT
18-028142,18-028142-02,M,B,ALL OTHER OFFENSES
18-001228,18-001228-02,M,C,TRAFFIC VIOLATION - NON HAZARDOUS
18-004184,18-004184-01,M,B,PUBLIC INTOXICATION
18-023907,18-023907-01,M,B,PUBLIC INTOXICATION
18-002314,18-002314-01,M,B,PUBLIC INTOXICATION
18-000400,18-000400-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-000229,18-000229-01,M,B,PUBLIC INTOXICATION
20-026214,20-026214-01,M,B,PUBLIC INTOXICATION
18-024186,18-024186-01,M,B,DRIVING UNDER THE INFLUENCE
18-028574,18-028574-01,M,A,LARCENY/ THEFT OFFENSES
18-005357,18-005357-01,M,B,PUBLIC INTOXICATION
18-011347,18-011347-01,M,A,DRUG/ NARCOTIC VIOLATIONS
20-007966,20-007966-01,M,B,PUBLIC INTOXICATION
18-009917,18-009917-01,M,B,PUBLIC INTOXICATION
18-034367,18-034367-01,M,B,PUBLIC INTOXICATION
18-001167,18-001167-01,M,B,DRIVING UNDER THE INFLUENCE
18-014713,18-014713-01,M,B,TRESPASS OF REAL PROPERTY
18-029188,18-029188-01,M,B,PUBLIC INTOXICATION
16-009098,16-009098-01,M,B,PUBLIC INTOXICATION
18-017821,18-017821-01,M,B,PUBLIC INTOXICATION
18-039268,18-039268-03,M,B,ALL OTHER OFFENSES
18-001734,18-001734-01,M,B,PUBLIC INTOXICATION
18-004697,18-004697-01,M,B,TRESPASS OF REAL PROPERTY
18-041501,18-041501-01,M,B,DRIVING UNDER THE INFLUENCE
18-016655,18-016655-01,M,B,PUBLIC INTOXICATION
18-002310,18-002310-02,M,B,ALL OTHER OFFENSES
18-039090,18-039090-01,M,B,PUBLIC INTOXICATION
18-014930,18-014930-01,M,B,PUBLIC INTOXICATION
17-038881,17-038881-01,M,B,PUBLIC INTOXICATION
18-002556,18-002556-01,M,B,PUBLIC INTOXICATION
18-018156,18-018156-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-000208,18-000208-01,M,B,DRIVING UNDER THE INFLUENCE
18-029795,18-029795-01,M,B,PUBLIC INTOXICATION
18-044246,18-044246-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-009454,18-009454-01,M,B,PUBLIC INTOXICATION
18-043799,18-043799-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-029476,18-029476-01,M,B,PUBLIC INTOXICATION
18-004833,18-004833-01,M,A,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY
18-031468,18-031468-01,M,B,PUBLIC INTOXICATION
18-029599,18-029599-01,M,B,PUBLIC INTOXICATION
19-035429,19-035429-01,M,B,PUBLIC INTOXICATION
18-001999,18-001999-01,M,B,DRIVING UNDER THE INFLUENCE
18-034953,18-034953-01,M,B,PUBLIC INTOXICATION
18-031666,18-031666-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-031556,18-031556-01,M,B,DRIVING UNDER THE INFLUENCE
18-009151,18-009151-02,M,B,ALL OTHER OFFENSES
16-025889,16-025889-01,M,B,PUBLIC INTOXICATION
18-029485,18-029485-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-002749,18-002749-01,M,B,PUBLIC INTOXICATION
18-032722,18-032722-01,M,B,TRESPASS OF REAL PROPERTY
18-027562,18-027562-01,F,A,ASSAULT OFFENSES
18-007208,18-007208-01,M,B,PUBLIC INTOXICATION
18-003895,18-003895-01,M,B,PUBLIC INTOXICATION
18-017498,18-017498-01,M,B,PUBLIC INTOXICATION
18-008141,18-008141-01,F,A,MOTOR VEHICLE THEFT
18-040450,18-040450-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-027735,18-027735-01,F,A,MOTOR VEHICLE THEFT
18-027200,18-027200-01,M,B,TRESPASS OF REAL PROPERTY
18-036285,18-036285-02,M,C,TRAFFIC VIOLATION - HAZARDOUS
18-035998,18-035998-01,M,B,PUBLIC INTOXICATION
19-005576,19-005576-01,F,A,LARCENY/ THEFT OFFENSES
18-013754,18-013754-01,M,A,WEAPON LAW VIOLATIONS
18-016457,18-016457-01,M,B,PUBLIC INTOXICATION
18-027293,18-027293-01,M,B,DRIVING UNDER THE INFLUENCE
18-011138,18-011138-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-024798,18-024798-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-045575,18-045575-01,M,B,PUBLIC INTOXICATION
18-015778,18-015778-01,M,B,DRIVING UNDER THE INFLUENCE
18-026280,18-026280-01,M,B,PUBLIC INTOXICATION
18-008160,18-008160-02,M,B,PUBLIC INTOXICATION
18-044168,18-044168-01,M,B,"FAMILY OFFENSES, NONVIOLENT"
18-029103,18-029103-02,M,B,TRESPASS OF REAL PROPERTY
18-012984,18-012984-01,M,A,LARCENY/ THEFT OFFENSES
19-022416,19-022416-01,M,B,PUBLIC INTOXICATION
18-037433,18-037433-01,M,B,PUBLIC INTOXICATION
18-001502,18-001502-02,M,B,TRESPASS OF REAL PROPERTY
18-024193,18-024193-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-045083,18-045083-01,M,B,PUBLIC INTOXICATION
18-033703,18-033703-01,M,B,PUBLIC INTOXICATION
18-021354,18-021354-01,F,A,PORNOGRAPHY/ OBSCENE MATERIAL
18-006761,18-006761-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-040499,18-040499-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-036703,18-036703-01,M,B,PUBLIC INTOXICATION
18-024622,18-024622-01,M,B,PUBLIC INTOXICATION
19-006403,19-006403-01,M,B,TRESPASS OF REAL PROPERTY
18-019304,18-019304-01,M,B,PUBLIC INTOXICATION
18-015010,18-015010-01,M,B,DRIVING UNDER THE INFLUENCE
18-039582,18-039582-01,M,B,PUBLIC INTOXICATION
18-005299,18-005299-01,M,B,PUBLIC INTOXICATION
18-020885,18-020885-01,M,B,TRESPASS OF REAL PROPERTY
18-002083,18-002083-01,M,B,TRESPASS OF REAL PROPERTY
17-038426,17-038426-01,M,B,PUBLIC INTOXICATION
18-032523,18-032523-01,M,B,PUBLIC INTOXICATION
18-043746,18-043746-03,M,A,WEAPON LAW VIOLATIONS
18-038360,18-038360-01,M,B,DRIVING UNDER THE INFLUENCE
18-002610,18-002610-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-004971,18-004971-01,M,B,PUBLIC INTOXICATION
18-011528,18-011528-01,M,B,DRIVING UNDER THE INFLUENCE
18-015382,18-015382-01,F,A,BURGLARY/ BREAKING & ENTERING
18-014617,18-014617-01,M,B,PUBLIC INTOXICATION
18-022586,18-022586-01,M,B,PUBLIC INTOXICATION
19-011578,19-011578-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-029362,18-029362-01,M,A,DRUG/ NARCOTIC VIOLATIONS
19-044904,19-044904-01,M,B,PUBLIC INTOXICATION
18-021723,18-021723-01,M,B,PUBLIC INTOXICATION
18-028548,18-028548-01,M,B,ALL OTHER OFFENSES
18-002919,18-002919-01,M,B,TRESPASS OF REAL PROPERTY
18-007586,18-007586-01,F,A,ROBBERY
18-032785,18-032785-01,M,B,PUBLIC INTOXICATION
18-014754,18-014754-01,M,A,LARCENY/ THEFT OFFENSES
20-000909,20-000909-01,M,B,PUBLIC INTOXICATION
18-012146,18-012146-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-026163,18-026163-01,M,B,DRIVING UNDER THE INFLUENCE
18-033210,18-033210-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-040707,18-040707-02,M,B,ALL OTHER OFFENSES
18-045652,18-045652-01,M,B,DRIVING UNDER THE INFLUENCE
18-008350,18-008350-01,F,A,LARCENY/ THEFT OFFENSES
18-034873,18-034873-01,F,A,BURGLARY/ BREAKING & ENTERING
19-031674,19-031674-01,F,A,MOTOR VEHICLE THEFT
18-022736,18-022736-01,F,A,ASSAULT OFFENSES
18-023048,18-023048-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-036710,18-036710-01,M,B,DRIVING UNDER THE INFLUENCE
18-036506,18-036506-01,F,A,FRAUD OFFENSES
16-048522,16-048522-01,M,B,TRESPASS OF REAL PROPERTY
18-008517,18-008517-01,M,B,PUBLIC INTOXICATION
20-006441,20-006441-01,M,B,PUBLIC INTOXICATION
18-035150,18-035150-01,F,A,LARCENY/ THEFT OFFENSES
18-027153,18-027153-01,M,B,DRIVING UNDER THE INFLUENCE
17-037257,17-037257-01,M,B,PUBLIC INTOXICATION
18-016646,18-016646-01,M,B,PUBLIC INTOXICATION
18-004382,18-004382-01,M,B,PUBLIC INTOXICATION
18-006625,18-006625-01,F,A,DRUG/ NARCOTIC VIOLATIONS
17-047734,17-047734-01,M,B,PUBLIC INTOXICATION
19-009313,19-009313-01,M,B,PUBLIC INTOXICATION
18-018925,18-018925-01,M,B,ALL OTHER OFFENSES
18-012559,18-012559-01,F,A,ROBBERY
18-027794,18-027794-02,M,B,ALL OTHER OFFENSES
18-043549,18-043549-01,M,B,PUBLIC INTOXICATION
18-002130,18-002130-02,M,C,TRAFFIC VIOLATION - NON HAZARDOUS
18-018242,18-018242-03,M,A,DRUG/ NARCOTIC VIOLATIONS
18-024741,18-024741-01,M,B,TRESPASS OF REAL PROPERTY
18-010881,18-010881-01,M,B,DRIVING UNDER THE INFLUENCE
17-035277,17-035277-01,M,B,TRESPASS OF REAL PROPERTY
18-038441,18-038441-01,M,B,PUBLIC INTOXICATION
18-042982,18-042982-01,M,B,PUBLIC INTOXICATION
18-028825,18-028825-01,F,B,DRIVING UNDER THE INFLUENCE
18-024373,18-024373-01,M,B,PUBLIC INTOXICATION
18-042193,18-042193-01,M,B,"FAMILY OFFENSES, NONVIOLENT"
18-044818,18-044818-01,M,B,PUBLIC INTOXICATION
18-016879,18-016879-01,F,A,ASSAULT OFFENSES
18-006142,18-006142-02,M,C,TRAFFIC VIOLATION - NON HAZARDOUS
16-009395,16-009395-01,M,B,ALL OTHER OFFENSES
18-039321,18-039321-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-034215,18-034215-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-001185,18-001185-03,M,A,DRUG/ NARCOTIC VIOLATIONS
18-038236,18-038236-01,M,B,DRIVING UNDER THE INFLUENCE
18-013952,18-013952-01,M,B,DRIVING UNDER THE INFLUENCE
18-013721,18-013721-01,M,B,PUBLIC INTOXICATION
17-017207,17-017207-01,M,B,PUBLIC INTOXICATION
18-031702,18-031702-01,M,B,PUBLIC INTOXICATION
18-009215,18-009215-01,M,A,FRAUD OFFENSES
18-003034,18-003034-02,M,C,TRAFFIC VIOLATION - NON HAZARDOUS
19-003255,19-003255-01,M,B,TRESPASS OF REAL PROPERTY
18-035679,18-035679-01,M,B,PUBLIC INTOXICATION
18-040124,18-040124-02,M,A,DRUG/ NARCOTIC VIOLATIONS
18-026599,18-026599-01,F,A,ASSAULT OFFENSES
18-024243,18-024243-01,M,B,PUBLIC INTOXICATION
18-005965,18-005965-01,M,B,PUBLIC INTOXICATION
18-010136,18-010136-01,F,B,DRIVING UNDER THE INFLUENCE
18-003003,18-003003-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-038254,18-038254-04,M,C,TRAFFIC VIOLATION - NON HAZARDOUS
18-001271,18-001271-01,M,B,PUBLIC INTOXICATION
18-031397,18-031397-01,F,A,WEAPON LAW VIOLATIONS
18-034771,18-034771-01,M,B,PUBLIC INTOXICATION
18-010089,18-010089-01,M,B,TRESPASS OF REAL PROPERTY
18-029679,18-029679-01,M,B,PUBLIC INTOXICATION
18-039913,18-039913-01,M,B,TRESPASS OF REAL PROPERTY
18-043443,18-043443-01,M,B,PUBLIC INTOXICATION
18-040324,18-040324-01,F,A,LARCENY/ THEFT OFFENSES
19-013795,19-013795-01,M,B,DISORDERLY CONDUCT
18-043099,18-043099-01,M,B,DRIVING UNDER THE INFLUENCE
18-020223,18-020223-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-042128,18-042128-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-008831,18-008831-01,M,B,PUBLIC INTOXICATION
18-037661,18-037661-01,M,B,PUBLIC INTOXICATION
18-034708,18-034708-01,M,B,PUBLIC INTOXICATION
18-040787,18-040787-01,M,B,PUBLIC INTOXICATION
18-045564,18-045564-01,M,B,PUBLIC INTOXICATION
18-032124,18-032124-01,M,B,DRIVING UNDER THE INFLUENCE
19-002076,19-002076-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-014803,18-014803-01,M,B,PUBLIC INTOXICATION
18-016266,18-016266-01,M,B,PUBLIC INTOXICATION
18-012430,18-012430-01,M,B,PUBLIC INTOXICATION
18-040457,18-040457-01,M,B,PUBLIC INTOXICATION
18-006948,18-006948-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-015410,18-015410-01,M,B,PUBLIC INTOXICATION
18-037974,18-037974-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-003163,18-003163-01,M,B,PUBLIC INTOXICATION
18-030749,18-030749-01,M,B,PUBLIC INTOXICATION
18-039268,18-039268-01,M,B,DRIVING UNDER THE INFLUENCE
18-012624,18-012624-01,M,A,LARCENY/ THEFT OFFENSES
18-021474,18-021474-01,F,A,DRUG/ NARCOTIC VIOLATIONS
16-037353,16-037353-01,M,B,PUBLIC INTOXICATION
17-043801,17-043801-01,M,B,PUBLIC INTOXICATION
18-023120,18-023120-01,M,A,LARCENY/ THEFT OFFENSES
18-038598,18-038598-01,M,B,DRIVING UNDER THE INFLUENCE
18-036671,18-036671-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-009759,18-009759-01,M,B,PUBLIC INTOXICATION
16-033917,16-033917-01,M,B,ALL OTHER OFFENSES
18-012008,18-012008-01,M,B,PUBLIC INTOXICATION
18-045246,18-045246-01,F,A,MOTOR VEHICLE THEFT
17-048282,17-048282-01,M,B,PUBLIC INTOXICATION
18-043928,18-043928-01,M,B,DRIVING UNDER THE INFLUENCE
18-033310,18-033310-01,F,A,MOTOR VEHICLE THEFT
17-048244,17-048244-01,M,B,PUBLIC INTOXICATION
18-042936,18-042936-01,M,B,PUBLIC INTOXICATION
18-044054,18-044054-01,M,B,PUBLIC INTOXICATION
18-013277,18-013277-01,M,B,PUBLIC INTOXICATION
20-034437,20-034437-01,M,A,ASSAULT OFFENSES
18-026071,18-026071-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-041396,18-041396-01,M,B,PUBLIC INTOXICATION
18-003506,18-003506-01,M,A,DRUG/ NARCOTIC VIOLATIONS
19-042585,19-042585-01,M,B,PUBLIC INTOXICATION
18-016151,18-016151-01,M,B,PUBLIC INTOXICATION
18-018339,18-018339-01,F,A,LARCENY/ THEFT OFFENSES
16-006200,16-006200-01,M,B,ALL OTHER OFFENSES
18-025802,18-025802-01,M,A,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY
17-045803,17-045803-01,M,B,DRIVING UNDER THE INFLUENCE
18-020898,18-020898-01,M,B,TRESPASS OF REAL PROPERTY
18-024686,18-024686-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-003023,18-003023-01,M,B,PUBLIC INTOXICATION
18-014323,18-014323-01,M,B,PUBLIC INTOXICATION
18-008898,18-008898-01,M,B,PUBLIC INTOXICATION
18-034609,18-034609-01,M,B,PUBLIC INTOXICATION
18-029542,18-029542-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-045653,18-045653-02,M,B,ALL OTHER OFFENSES
18-006621,18-006621-01,F,A,LARCENY/ THEFT OFFENSES
18-035448,18-035448-01,M,A,LARCENY/ THEFT OFFENSES
18-031039,18-031039-01,M,B,PUBLIC INTOXICATION
18-002406,18-002406-01,M,A,LARCENY/ THEFT OFFENSES
18-043132,18-043132-01,M,A,ASSAULT OFFENSES
17-046626,17-046626-01,M,B,TRESPASS OF REAL PROPERTY
18-037460,18-037460-01,F,A,WEAPON LAW VIOLATIONS
18-015898,18-015898-01,M,B,DRIVING UNDER THE INFLUENCE
18-039578,18-039578-01,M,B,PUBLIC INTOXICATION
18-007906,18-007906-01,M,B,PUBLIC INTOXICATION
18-014938,18-014938-01,M,A,DRUG/ NARCOTIC VIOLATIONS
19-025442,19-025442-01,M,B,PUBLIC INTOXICATION
18-004743,18-004743-01,M,B,PUBLIC INTOXICATION
18-035740,18-035740-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-025036,18-025036-01,M,B,PUBLIC INTOXICATION
18-030655,18-030655-01,M,B,PUBLIC INTOXICATION
18-016692,18-016692-01,M,B,PUBLIC INTOXICATION
18-026182,18-026182-01,M,A,LARCENY/ THEFT OFFENSES
18-041893,18-041893-01,F,A,LARCENY/ THEFT OFFENSES
18-035322,18-035322-01,M,A,ASSAULT OFFENSES
18-015991,18-015991-01,M,B,PUBLIC INTOXICATION
18-023228,18-023228-01,M,B,PUBLIC INTOXICATION
18-039420,18-039420-01,M,B,PUBLIC INTOXICATION
18-006964,18-006964-01,M,B,PUBLIC INTOXICATION
18-029537,18-029537-01,M,B,PUBLIC INTOXICATION
